YEAR,MO,DY,TS,QV2M,PS,T2M_RANGE,T2M_MIN,T2M_MAX,WS10M_RANGE
2018,6,15,21.32,8.67,97.27,14.89,12.62,27.51,2.99
2018,6,16,21.65,9.03,97.38,15.12,13.03,28.15,5.6
2018,6,17,20.47,7.81,97.75,14.82,11.76,26.58,2.33
2018,6,18,21.6,8.67,97.86,16.7,11.83,28.54,2.83
2018,6,19,24.8,9.83,97.71,17.02,14.06,31.09,4.21
2018,6,20,26.15,9.77,97.53,17.39,15.9,33.29,2.92
2018,6,21,27.65,10.01,97.48,15.13,19.03,34.16,5.12
2018,6,22,26.26,11.72,97.49,14.31,18.11,32.42,3.24
2018,6,23,25.54,9.58,97.49,16.95,15.65,32.61,2.96
2018,6,24,25.86,9.52,97.34,18.36,14.95,33.31,2.09
2018,6,25,26.95,10.74,97.27,17.16,16.81,33.98,3.88
2018,6,26,27.53,11.29,97.35,16.48,17.33,33.81,4.23
2018,6,27,26.33,11.47,97.29,13.41,17.73,31.14,3.56
2018,6,28,24.13,12.82,96.96,10.66,18.52,29.19,3.66
2018,6,29,24.87,11.6,96.75,12.7,17.08,29.76,7.2
2018,6,30,26.6,10.93,96.63,17.19,16.8,33.98,6.87
2018,7,1,26.84,12.88,96.72,13.78,18.63,32.41,2.95
2018,7,2,26.9,10.44,97.03,14.76,17.86,32.62,4.56
2018,7,3,28.26,9.83,97.17,16.55,18.22,34.78,3.35
2018,7,4,28.12,10.13,97.02,17.28,18.62,35.89,7.13
2018,7,5,23.73,9.77,97.59,11.25,16.72,27.98,3.15
2018,7,6,24.62,9.58,97.72,14.96,15.06,30.02,3.83
2018,7,7,27.85,10.62,97.52,16.62,17.67,34.3,2.53
2018,7,8,28.82,11.84,97.51,15.7,18.93,34.63,2.91
2018,7,9,27.83,11.78,97.5,13.3,20.48,33.79,5.9
2018,7,10,26.9,10.93,97.38,13.85,18.59,32.44,4.29
2018,7,11,26.51,10.99,97.13,15.13,17.56,32.69,4
2018,7,12,27.08,12.21,97.2,12.45,18.74,31.19,4.01
2018,7,13,27.8,11.35,97.35,15.66,18.38,34.05,5.69
2018,7,14,29.4,11.11,97.25,14.57,20.19,34.76,3.5
2018,7,15,28.3,7.69,97.07,18.41,17.95,36.36,5.34
2018,7,16,23.92,10.74,97.32,10.3,18.14,28.44,5.94
2018,7,17,26.23,10.13,97.47,16.22,15.69,31.9,2.2
2018,7,18,28.39,10.19,97.1,18.79,17.8,36.59,3.79
2018,7,19,28.33,11.29,97.14,16.11,18.66,34.77,3.67
2018,7,20,26.01,11.47,97.09,13.96,17.55,31.51,5.48
2018,7,21,22.65,9.09,97.21,12.57,15.47,28.04,4.1
2018,7,22,24.76,9.89,97.25,13.14,16.65,29.79,3.05
2018,7,23,27.5,10.62,97.22,18.34,16.26,34.6,2.62
2018,7,24,28.87,12.94,97.02,14.84,19.9,34.75,3.82
2018,7,25,30.29,12.39,97.08,15.39,20.4,35.79,5.37
2018,7,26,29.98,11.84,96.93,15.84,20.04,35.87,2.72
2018,7,27,30.05,11.41,96.82,18.41,19.8,38.21,2.42
2018,7,28,27.62,11.72,97,12.05,20.08,32.14,4.77
2018,7,29,29.62,9.7,97.01,16.62,20.34,36.96,2.96
2018,7,30,30.37,12.08,97.18,15.38,20.28,35.66,4.45
2018,7,31,30.14,12.27,97.25,14.84,20.68,35.52,2.67
2018,8,1,31.09,11.78,97.36,16.11,21.33,37.44,3.91
2018,8,2,31.84,11.9,97.43,16.58,21.82,38.4,1.35
2018,8,3,32,11.9,97.37,16.39,22.06,38.45,2.06
2018,8,4,31.83,11.29,97.45,15.54,22.29,37.83,3.54
2018,8,5,31.32,11.17,97.32,15.98,21.86,37.84,3.2
2018,8,6,32.1,11.41,97.11,16.11,22.19,38.3,3.45
2018,8,7,31.69,12.33,96.77,16,23.07,39.07,6.64
2018,8,8,29.64,11.66,96.87,15.98,20.13,36.12,7.34
2018,8,9,25.76,10.38,97.27,11.53,17.27,28.81,7.72
2018,8,10,25.97,9.64,97.88,15.88,15.29,31.15,6.09
2018,8,11,29.08,12.33,97.76,14.46,19.29,33.75,4.16
2018,8,12,29.05,13.67,97.18,12.26,22.95,35.21,4
2018,8,13,27.2,12.15,97.06,12.88,19.45,32.33,7.66
2018,8,14,24.22,9.34,97.52,12.8,16.65,29.46,4.7
2018,8,15,26.33,9.28,97.48,16.73,15.6,32.33,3.18
2018,8,16,23.84,13.98,97.29,6.36,20.05,26.4,4.79
2018,8,17,23.56,10.68,97.47,13.89,15.7,29.59,3.31
2018,8,18,22.05,7.75,97.72,16.25,12.16,28.41,5.57
2018,8,19,25.05,9.22,97.76,16.2,15.23,31.43,3.59
2018,8,20,25.59,9.58,97.59,15.86,16.67,32.53,3.64
2018,8,21,26.74,10.19,97.37,16.29,17.07,33.35,3.75
2018,8,22,27.73,10.5,97.3,15.6,18.86,34.46,2.49
2018,8,23,26.53,11.54,97.4,12.72,19.07,31.79,5.98
2018,8,24,23.58,9.89,97.51,12.46,16.73,29.19,2.38
2018,8,25,20.75,8.06,97.38,11.77,14.54,26.31,4.47
2018,8,26,23.51,8.24,97.28,15.84,14.4,30.26,2.83
2018,8,27,27.38,9.89,97.28,17.66,17.09,34.76,2.55
2018,8,28,25.59,12.33,97.24,11.2,20.53,31.74,3.21
2018,8,29,26,12.39,97.43,11.68,19.69,31.37,5.8
2018,8,30,24.37,10.31,97.59,13.73,16.73,30.46,3.2
2018,8,31,23.27,9.03,97.59,12.74,15.93,28.67,1.68
2018,9,1,24.98,9.58,97.53,15.36,16.14,31.5,3.16
2018,9,2,25.96,9.58,97.27,17.17,16.16,33.33,2.23
2018,9,3,25.18,11.17,97.01,14.08,17.2,31.28,3.64
2018,9,4,26.08,11.54,96.99,13.66,17.44,31.1,5.49
2018,9,5,24.4,13.24,97.09,10.12,18.69,28.8,3.06
2018,9,6,21.62,11.23,97.18,9.2,16.4,25.61,4.91
2018,9,7,22.26,9.58,97.34,14.1,14.13,28.23,5.98
2018,9,8,23.51,11.23,97.48,13.11,16.04,29.15,5.53
2018,9,9,23.08,11.96,97.67,8.77,18.33,27.11,2.39
2018,9,10,22.11,11.96,97.98,7.6,18.14,25.74,3.27
2018,9,11,23.62,11.29,98.06,11.73,16.78,28.51,2.02
2018,9,12,22.98,11.41,97.88,8.86,18.4,27.26,3.1
2018,9,13,23.1,10.07,97.65,13.11,16.39,29.49,2.34
2018,9,14,23.13,9.89,97.59,15.75,14.81,30.56,3.3
2018,9,15,21.95,10.93,97.76,10.42,16.24,26.67,4.74
2018,9,16,24.26,10.01,97.66,15.69,15.93,31.62,3.16
2018,9,17,24.48,11.72,97.5,12.27,18.49,30.76,5.72
2018,9,18,20.36,13.43,97.43,4.47,18.63,23.1,4.16
2018,9,19,23.23,12.02,97.7,12.61,16.33,28.94,2.66
2018,9,20,24.97,10.44,97.56,15.64,16.87,32.51,2.65
2018,9,21,24.32,10.07,97.52,13.19,18.09,31.28,5.66
2018,9,22,24.67,10.01,97.89,14.75,17.23,31.98,1.97
2018,9,23,25.51,9.77,97.9,16.41,17.37,33.8,3.87
2018,9,24,20.9,7.57,98.05,14.51,12.08,26.58,3.89
2018,9,25,17.76,6.1,98.23,14.6,9.71,24.32,5.16
2018,9,26,20.85,9.83,98.6,12.73,14.59,27.32,4.12
2018,9,27,21.28,8.67,98.38,15.38,12.99,28.37,1.47
2018,9,28,22.62,8.48,97.68,14.88,14.71,29.58,3.05
2018,9,29,22.01,8.67,97.37,14.01,15.17,29.18,3.1
2018,9,30,20.07,6.77,97.5,13.45,13.4,26.85,3.16
2018,10,1,16.26,5.92,97.81,12.26,10.17,22.43,3.98
2018,10,2,16.37,4.39,97.95,16.46,8.18,24.65,3.12
2018,10,3,19.01,5.92,97.9,18.66,10.04,28.7,3.09
2018,10,4,19.18,7.63,97.7,14.8,11.08,25.88,3.7
2018,10,5,19.97,9.09,97.43,14.41,12.4,26.81,2.6
2018,10,6,20.31,7.08,97.15,16.29,12.89,29.19,11.29
2018,10,7,14.82,6.1,97.45,8.55,10.32,18.87,3.78
2018,10,8,15.47,6.71,97.37,10.28,9.5,19.78,5.61
2018,10,9,15.15,7.2,97.15,10.07,9.68,19.75,5.27
2018,10,10,17.15,8.42,96.65,12.35,11.44,23.8,2.3
2018,10,11,18.06,9.03,96.98,14.6,12.23,26.83,1.41
2018,10,12,21.24,10.01,97.69,12.36,15.9,28.26,1.49
2018,10,13,21.84,10.19,97.32,13.22,16.45,29.67,5.35
2018,10,14,17.11,10.44,96.45,11.43,11.4,22.83,10.01
2018,10,15,15.46,6.9,96.41,10.51,11.51,22.01,10.52
2018,10,16,16.28,7.75,97.21,13.42,9.15,22.57,2.2
2018,10,17,17.02,7.93,97.2,12.79,10.84,23.63,3.22
2018,10,18,15.79,9.28,96.97,7.96,12.49,20.45,4.1
2018,10,19,15.97,10.62,97.31,4.35,14.56,18.91,4.39
2018,10,20,17.11,10.01,97.91,8.66,13.47,22.14,3.05
2018,10,21,17.81,9.58,97.86,12.54,12.39,24.93,4.63
2018,10,22,15.44,6.77,97.9,13.4,9.85,23.25,2.29
2018,10,23,14.13,6.29,98.29,13.73,8.66,22.4,3.3
2018,10,24,14.23,5.92,98.03,15.45,8.34,23.8,2.95
2018,10,25,14.55,7.02,97.52,14.57,8.88,23.44,5.8
2018,10,26,13.83,6.77,97,11.56,9.5,21.06,3.38
2018,10,27,10.5,5.8,96.17,8.71,5.31,14.02,5.79
2018,10,28,6.21,4.15,95.71,7.72,3.04,10.76,5.2
2018,10,29,6.14,4.27,95.55,5.93,3.59,9.52,10.3
2018,10,30,8.27,5,96.03,12.11,1.9,14.01,2.72
2018,10,31,8.7,6.53,95.92,3.23,6.91,10.14,4.48
2018,11,1,9.4,5.92,97.07,9.96,4.7,14.66,3.88
2018,11,2,10.7,6.16,97.62,9.28,7.03,16.31,6.98
2018,11,3,8.79,4.88,97.7,10.88,4.41,15.3,5.46
2018,11,4,8.65,3.91,96.86,15.52,2.31,17.83,3.02
2018,11,5,9.16,6.1,96.04,10.19,6.25,16.44,3.74
2018,11,6,9.26,5.37,96.57,9.01,6.78,15.79,5.19
2018,11,7,9.51,5.98,97,11.66,6.03,17.69,4.31
2018,11,8,9.76,6.29,97.27,10.22,6.33,16.55,3.39
2018,11,9,9.68,5.55,97.1,8.47,6.76,15.23,7.33
2018,11,10,12.14,7.26,96.85,13.33,6.9,20.23,5.85
2018,11,11,13.59,8.06,96.96,11.43,10.12,21.55,3.73
2018,11,12,13.07,8.48,97.33,10.95,8.81,19.76,3.28
2018,11,13,13.36,8.3,98.1,7.66,11.09,18.76,1.84
2018,11,14,12.48,8.3,97.98,7.69,9.27,16.96,2.77
2018,11,15,12.49,9.28,97.65,5.77,10.76,16.53,3.73
2018,11,16,12.44,8.42,97.71,7.37,9.8,17.16,1.93
2018,11,17,11.65,7.87,97.28,7.88,8.89,16.76,2.3
2018,11,18,9.89,7.2,96.65,4.12,8.49,12.6,3.68
2018,11,19,10.34,6.71,95.98,6.21,7.79,14,4.19
2018,11,20,8.69,6.29,95.75,9.62,5.37,14.99,2.97
2018,11,21,7.95,5.55,96.68,10.73,4.92,15.64,2.78
2018,11,22,7.98,5.62,97.21,9.62,4.8,14.43,2.8
2018,11,23,7.28,5.55,97.05,9.53,3.78,13.32,4.1
2018,11,24,5.79,4.7,97.09,12.16,2.28,14.44,4.32
2018,11,25,6.3,5.25,96.49,8.72,3.61,12.32,6.64
2018,11,26,7.15,5.55,96.73,6.58,4.66,11.24,11.8
2018,11,27,7.67,5.13,97.71,9.67,5.01,14.69,3.79
2018,11,28,7.17,3.91,97.77,13.14,3.87,17.01,4.78
2018,11,29,5.44,3.72,97.56,12.15,2.76,14.9,2.95
2018,11,30,7.08,5,97.53,9.7,4.08,13.77,5.33
2018,12,1,6.89,4.88,97.71,10.57,3.4,13.97,3.38
2018,12,2,8.81,5.68,97.65,12.02,5.16,17.18,5.2
2018,12,3,10.04,6.77,97.73,11.73,5.93,17.65,3.62
2018,12,4,11.17,7.69,97.99,11.19,7.73,18.91,4.02
2018,12,5,10.06,6.16,98.06,12.54,6.81,19.34,5.43
2018,12,6,9.35,6.16,98.35,10.3,5.92,16.23,3.15
2018,12,7,8.47,5.68,98.16,11,4.66,15.66,4.1
2018,12,8,8.47,5.49,98.33,7.68,6.01,13.69,4.16
2018,12,9,8.58,5.25,98.47,9.09,5.73,14.82,4
2018,12,10,7.58,5.37,98.49,9.16,4.96,14.11,3.55
2018,12,11,6.98,4.7,97.77,11.14,3.3,14.44,4.61
2018,12,12,8.37,5.62,97.44,7.11,6.43,13.54,4.12
2018,12,13,7.43,5.98,96.45,5.1,6.28,11.38,10.23
2018,12,14,8.33,5.68,97.36,7.16,5.06,12.23,5.23
2018,12,15,7.34,5.68,97.75,11.88,3.12,15.01,2.8
2018,12,16,8.45,5.8,97.43,8.23,6.21,14.44,8.62
2018,12,17,4.29,4.39,98.36,7.88,2.79,10.67,6.01
2018,12,18,4.29,4.15,97.88,12.76,0.1,12.86,2.84
2018,12,19,6.71,5.19,97.66,9.16,4.4,13.55,7.62
2018,12,20,7.18,5.25,98.09,9.34,4.83,14.17,3.65
2018,12,21,7.62,5.68,98.47,13.52,2.79,16.3,2.91
2018,12,22,8.77,6.35,98.58,10.64,6.09,16.73,4.12
2018,12,23,7.8,5.37,98.55,12.24,4.49,16.73,3.6
2018,12,24,7.64,5.37,98.39,10.86,5.06,15.92,3.29
2018,12,25,7.62,5.98,98.5,7.69,5.48,13.16,3.21
2018,12,26,6.41,5.86,98.46,7.4,4.65,12.05,2.17
2018,12,27,5.26,4.21,98.26,10.46,1.96,12.42,2.55
2018,12,28,4.98,4.64,98.35,10.87,1.56,12.44,3.38
2018,12,29,6.19,4.58,98.53,11.34,1.73,13.08,2.48
2018,12,30,3.7,3.3,98.61,12.7,-0.06,12.63,3.03
2018,12,31,4.69,3.85,98.6,13.59,0.79,14.37,3.52
2019,1,1,5.12,4.39,98.61,10.63,2.19,12.83,4.14
2019,1,2,3.14,3.66,98.44,12.4,-0.75,11.65,3.96
2019,1,3,1.45,2.93,98.53,11.57,-1.99,9.58,3.35
2019,1,4,0.76,2.62,98.62,12.25,-2.38,9.87,2.88
2019,1,5,3.35,2.99,98.7,14.8,-1.71,13.08,4.24
2019,1,6,3.74,3.17,98.53,13.13,-0.27,12.87,2.28
2019,1,7,2.13,3.17,98.55,11.6,-1.44,10.17,1.91
2019,1,8,3.76,3.97,98.41,12.3,-0.67,11.62,3.2
2019,1,9,5.58,4.52,97.71,9.52,1.51,11.03,4.52
2019,1,10,1.49,2.99,97.68,9.34,-1.8,7.55,1.86
2019,1,11,1.06,2.87,98.11,11.01,-2.62,8.4,1.64
2019,1,12,3.94,4.27,98.39,11.11,-0.29,10.82,3.82
2019,1,13,6.4,5.31,98.19,8.65,3.43,12.08,2.43
2019,1,14,7.63,5.68,97.84,7.27,5.6,12.87,5.87
2019,1,15,6.02,4.82,97.71,8.43,4.04,12.48,4.89
2019,1,16,4.4,4.39,97.31,12.47,1.52,13.99,2.38
2019,1,17,3.98,4.39,97.35,9.58,0.76,10.35,4.93
2019,1,18,2.84,4.09,97.4,6.98,0.1,7.08,3.8
2019,1,19,4.03,4.27,96.94,12.3,-0.83,11.46,4.43
2019,1,20,5.44,4.88,96.73,8.77,2.4,11.16,8.19
2019,1,21,4.5,4.15,97.41,10.28,-0.12,10.15,3.68
2019,1,22,3.04,4.21,96.88,8.9,-0.51,8.39,2.39
2019,1,23,6.73,5.13,95.82,7.64,3.88,11.52,9.01
2019,1,24,4.07,3.72,96.59,6.64,1.79,8.43,4.2
2019,1,25,7.14,5.55,97.25,11.55,1.8,13.37,6.23
2019,1,26,7.54,5.25,97.37,9.29,5.23,14.52,5.12
2019,1,27,5.98,4.27,96.81,7.46,3.65,11.11,9.15
2019,1,28,6.39,4.7,96.84,8.56,3.19,11.75,7.44
2019,1,29,5.87,4.82,96.66,7.52,2.83,10.35,4.56
2019,1,30,6.06,4.15,96.42,7.59,3.43,11.01,6.02
2019,1,31,10.41,6.35,95.39,12.8,5.08,17.88,8.51
2019,2,1,9.09,5.19,94.71,9.18,4.9,14.08,5.59
2019,2,2,4.75,4.09,95.95,4.55,2.96,7.51,9.73
2019,2,3,2.9,3.3,97.72,7.34,0.14,7.48,5.58
2019,2,4,4.96,3.6,98.23,11.76,0.03,11.79,4.12
2019,2,5,8.67,5.86,98.29,11.61,4.12,15.73,3.36
2019,2,6,9.58,5.86,98.01,11.83,5.53,17.36,4.53
2019,2,7,8.48,5.37,97.84,12.05,3.75,15.81,4.37
2019,2,8,7.65,4.7,97.68,16.06,2.11,18.17,2.08
2019,2,9,8.03,4.88,97.64,14.34,3.07,17.4,5.2
2019,2,10,8.01,5.25,97.51,13.34,3.77,17.11,9.04
2019,2,11,6.69,4.58,98.37,8.81,3.17,11.98,4.24
2019,2,12,6.47,4.03,98.73,12.73,1.23,13.97,4.55
2019,2,13,6.45,3.97,98.64,13.38,1.94,15.32,4.24
2019,2,14,6.59,4.39,98.71,14.2,2.2,16.4,5.02
2019,2,15,5.75,4.58,98.51,14.28,0.18,14.46,3.88
2019,2,16,6.27,3.97,98.39,14.34,2.59,16.93,4.82
2019,2,17,5.76,3.48,98.01,14.95,1.85,16.81,3.99
2019,2,18,7.76,4.7,97.67,13.7,2.45,16.14,4.15
2019,2,19,7.38,5.25,97.69,9.74,4.33,14.07,2.86
2019,2,20,7.69,5,97.97,13.3,2.99,16.29,2.83
2019,2,21,8.23,4.94,98.42,13.17,4.4,17.57,3.09
2019,2,22,9.64,4.27,98.53,17.48,3.5,20.97,2.72
2019,2,23,11.4,4.33,98.31,16.73,5.2,21.94,3.88
2019,2,24,9.62,5.62,98.76,12.98,4.8,17.79,4.48
2019,2,25,9.03,5.49,98.7,14.45,3.37,17.81,2.82
2019,2,26,9.32,4.58,98.57,16.27,3.83,20.1,3.59
2019,2,27,11.89,3.85,98.22,19.27,5.01,24.29,4.55
2019,2,28,11.79,5.55,98.25,12.89,6.58,19.48,1.55
2019,3,1,10.35,5.19,97.98,13.12,4.85,17.96,3.34
2019,3,2,11.07,5.25,97.98,12.83,6.25,19.08,5.25
2019,3,3,13.01,4.64,97.58,19.38,6.28,25.65,3.91
2019,3,4,12.23,5.25,97.24,11.49,7.9,19.4,6.21
2019,3,5,12.52,5.13,97.14,13.21,7.08,20.29,1.54
2019,3,6,11.7,5.98,96.29,12.36,7.52,19.89,5.66
2019,3,7,9.85,3.97,96.99,11.97,4.37,16.35,6.86
2019,3,8,8.9,4.58,97.72,10.97,4.37,15.33,3.51
2019,3,9,11.65,5.43,98.46,16.05,4.19,20.23,2.29
2019,3,10,13.69,6.77,98.4,13.91,7.51,21.41,4.99
2019,3,11,11.19,4.7,98.58,12.91,4.65,17.55,4.82
2019,3,12,11.69,4.52,98.01,17.62,3.82,21.44,5.7
2019,3,13,9.12,4.58,98.17,7.66,5.15,12.82,4.27
2019,3,14,9.49,4.64,98.4,10.43,5.05,15.48,4
2019,3,15,10.87,5.07,98.23,13.82,4.94,18.76,3.69
2019,3,16,14.71,4.82,97.57,23.11,4.64,27.74,5.21
2019,3,17,11.35,4.82,97.38,12.63,5.15,17.77,8.3
2019,3,18,9.87,3.97,97.94,11.7,4.21,15.9,2.99
2019,3,19,10.13,4.46,97.98,11.58,4.62,16.2,4.48
2019,3,20,10.33,3.85,98.33,12.7,3.85,16.55,4.3
2019,3,21,9.26,3.54,98.37,16.22,0.62,16.83,3.41
2019,3,22,11.07,3.91,98.34,16.33,3.4,19.73,2.15
2019,3,23,13.48,4.39,98.17,15.79,6.65,22.44,2.29
2019,3,24,15.42,4.82,97.93,17.2,6.83,24.04,3.65
2019,3,25,12.4,4.76,97.79,12.57,6.01,18.58,5.52
2019,3,26,11.42,3.66,97.85,17.16,3.19,20.35,3.61
2019,3,27,11.12,3.42,98.02,18.18,1.83,20.01,3.3
2019,3,28,11.44,4.39,98.27,16.46,3.03,19.5,4.34
2019,3,29,11.99,4.76,98.13,15.49,4.57,20.06,6.95
2019,3,30,11.62,5,97.8,13.85,4.56,18.41,3.96
2019,3,31,8.71,5.92,97.33,6.62,4.5,11.12,2.22
2019,4,1,10.87,6.04,97.18,10.71,5.42,16.13,2.46
2019,4,2,12.24,5.74,97.01,12.17,6.48,18.65,3.8
2019,4,3,8.38,4.94,96.32,8.01,3.73,11.73,5.29
2019,4,4,9.57,3.3,95.94,13.63,2.04,15.67,5.55
2019,4,5,9.8,5,95.61,10.82,5.76,16.58,3.84
2019,4,6,9.29,4.46,95.77,11.45,2.79,14.23,4.21
2019,4,7,10.22,4.64,96.52,10.88,4.72,15.59,8.53
2019,4,8,13.2,6.1,96.72,12.61,6.83,19.45,4.18
2019,4,9,12.01,5.07,96.69,12.72,5.48,18.2,3.16
2019,4,10,10.51,5.19,96.85,9.43,5.06,14.49,3.39
2019,4,11,11.61,5.07,97.28,12.88,4.86,17.73,3.7
2019,4,12,12.57,4.76,97.35,13.27,6.05,19.3,4.52
2019,4,13,13.33,3.78,97.34,18.94,3.74,22.69,2.68
2019,4,14,17.17,6.1,97.13,16.48,8.56,25.04,4.76
2019,4,15,15.19,7.2,97.04,14.98,8.76,23.75,6.7
2019,4,16,16.05,6.16,97.45,13.23,8.02,21.26,5.88
2019,4,17,15.77,6.84,97.2,14.43,8.98,23.4,5.04
2019,4,18,12.94,6.59,97.19,8.15,9.68,17.83,6.1
2019,4,19,13.45,6.16,97.65,10.43,9.67,20.1,8.73
2019,4,20,13.74,5.86,97.67,11.26,9.03,20.28,7.88
2019,4,21,11.91,6.71,96.93,6.92,8.17,15.09,4.02
2019,4,22,14.43,6.59,95.84,12.74,7.18,19.92,2.16
2019,4,23,13.65,6.53,95.44,11.96,7.62,19.58,2.45
2019,4,24,13.69,5.68,96.09,14.91,5.47,20.38,5.38
2019,4,25,14.15,5.49,96.63,9.98,8.63,18.62,5.8
2019,4,26,13.48,5,97.79,11.82,6.98,18.8,6.27
2019,4,27,14.85,5.86,98.2,15.98,5.7,21.69,4.52
2019,4,28,15.08,5.13,97.94,15.21,6.57,21.78,2.23
2019,4,29,16.51,6.23,97.48,17.07,6.64,23.71,2.56
2019,4,30,17.14,5.8,97.26,17.1,7.91,25.01,2.55
2019,5,1,17.46,6.04,97.08,18.62,6.51,25.14,5.05
2019,5,2,16.44,5.74,97.14,14.51,8.54,23.05,1.42
2019,5,3,12.84,5.43,96.95,10.08,7.14,17.22,3.16
2019,5,4,14.06,5.25,96.99,14.04,6.16,20.2,4.28
2019,5,5,12.61,3.54,97.43,16.16,3.69,19.84,6.02
2019,5,6,15.14,4.15,97.44,20.66,3.09,23.76,2.44
2019,5,7,18.3,6.96,97.13,19.25,8.01,27.26,2.16
2019,5,8,19.25,7.2,96.58,12.1,12.9,25,8.41
2019,5,9,18.98,6.29,96.78,16.41,9.29,25.69,4.75
2019,5,10,22.9,8.97,96.89,15.48,14.19,29.68,3.33
2019,5,11,17.37,6.84,97.81,12.09,9.72,21.8,5.27
2019,5,12,17.4,4.94,98.1,18.32,7.63,25.95,3.7
2019,5,13,19.13,4.7,97.7,20.35,7.63,27.98,4.22
2019,5,14,19.88,5.62,97.35,19.35,8.69,28.05,3.56
2019,5,15,21.09,5.74,96.84,20.67,10.08,30.76,6.12
2019,5,16,19.69,7.14,96.47,17.3,9.61,26.9,7.73
2019,5,17,13.77,6.29,96.25,9.8,8.08,17.87,11.74
2019,5,18,13.73,5.31,96.65,11.73,6.9,18.64,4.45
2019,5,19,13.43,5.98,96.78,8.66,8.8,17.47,5.3
2019,5,20,15.79,5.74,97.03,14.67,7,21.67,3.62
2019,5,21,18.05,5.68,97.22,16.56,8.25,24.82,1.78
2019,5,22,19.61,6.35,97.39,17.47,9.15,26.62,3.14
2019,5,23,20.86,7.57,97.27,15.14,13.18,28.32,5.29
2019,5,24,16.44,7.75,97.24,8.81,12.04,20.85,2.79
2019,5,25,18.09,7.08,97.43,13.2,11.23,24.43,2.53
2019,5,26,18.2,6.77,97.39,15.19,9.48,24.67,1.98
2019,5,27,17.98,7.69,97.12,13.52,10.27,23.79,4.5
2019,5,28,16.55,6.04,97.39,11.96,9.97,21.92,4.23
2019,5,29,17.19,6.04,97.87,14.48,8.57,23.05,4.84
2019,5,30,21.44,6.77,98.05,20.09,8.98,29.07,3.21
2019,5,31,23.11,7.69,97.9,18.34,11.88,30.23,2.23
2019,6,1,24.56,7.2,97.64,17.27,14.94,32.21,4.1
2019,6,2,25.58,7.32,97.36,20.3,13.95,34.25,4.66
2019,6,3,25.49,8.24,97.08,16.55,17.2,33.76,4.79
2019,6,4,26.5,8.24,96.55,19.87,15.13,35.01,2.59
2019,6,5,17.45,7.26,96.69,7.59,11.74,19.33,8.41
2019,6,6,21.06,6.23,96.78,19.95,8.98,28.94,8.2
2019,6,7,20.03,5.98,97.09,13.08,12.19,25.26,4.38
2019,6,8,20.78,6.59,97.72,17.56,9.36,26.93,7.98
2019,6,9,24.05,7.14,97.19,16.13,14.01,30.14,7.73
2019,6,10,18.73,6.71,97.14,10.81,12.33,23.14,4.56
2019,6,11,14.73,5.8,97.04,8.69,9.4,18.08,6.24
2019,6,12,19.05,5.55,97.03,18.55,6.68,25.23,6.65
2019,6,13,21.29,7.51,96.78,19.31,9.9,29.21,5.28
2019,6,14,23.62,6.53,96.72,17.05,14.17,31.23,4.18
2019,6,15,20.65,6.65,97.46,13.81,12.26,26.07,4.57
2019,6,16,24.08,7.08,97.5,18.7,11.69,30.39,4.06
2019,6,17,26.17,7.81,97.18,18.05,15.33,33.38,5.84
2019,6,18,28.3,6.96,96.82,20.99,16.51,37.5,3.73
2019,6,19,27.1,7.75,96.89,16.22,16.9,33.12,3.58
2019,6,20,24.2,9.95,97.05,11.93,16.72,28.65,2.88
2019,6,21,22.37,9.46,97.26,10.98,15.17,26.15,4.3
2019,6,22,25.14,8.24,97.19,18.9,13.09,31.98,4.34
2019,6,23,30.19,8.67,96.89,20.93,17.54,38.47,5.38
2019,6,24,27.11,8.06,97.09,16.9,17.39,34.29,4.55
2019,6,25,28.44,10.19,97.27,17.91,18.26,36.17,6.42
2019,6,26,28.82,10.19,97.47,17.98,18.78,36.76,7.24
2019,6,27,30.51,7.51,97.55,21.86,18.71,40.57,7.23
2019,6,28,33.05,6.47,97.35,21.97,20.1,42.07,3.98
2019,6,29,34.01,5.49,97.13,18.71,24.25,42.96,7.41
2019,6,30,32.55,6.41,97.28,20.73,20.82,41.55,7.96
2019,7,1,31.16,9.28,97.34,18.05,20.46,38.5,6.11
2019,7,2,29.81,10.31,97.24,17.89,17.84,35.73,4.89
2019,7,3,29.87,9.89,97.14,15.91,20.54,36.45,4.94
2019,7,4,30.01,8.18,97.26,17.5,19.33,36.83,6.54
2019,7,5,32.2,9.03,97.18,19.64,19.57,39.2,2.53
2019,7,6,32.45,6.96,96.92,20,20.73,40.73,5.48
2019,7,7,30.41,9.7,96.97,16.88,19.6,36.48,5.04
2019,7,8,27.63,11.66,96.92,10.95,20.49,31.43,6.45
2019,7,9,23.4,10.5,97.1,9.41,17.18,26.59,7.56
2019,7,10,26.2,9.09,97.25,16.95,15.24,32.19,4.8
2019,7,11,28.23,9.52,97.18,17.5,18.07,35.56,2.41
2019,7,12,29.22,9.34,97.25,17.86,19.06,36.91,2.07
2019,7,13,28.34,10.01,97.11,16.39,19.19,35.58,3.38
2019,7,14,24.01,11.41,96.97,11.3,18.66,29.97,6.09
2019,7,15,25.06,7.75,97.05,15.61,15.9,31.5,5.01
2019,7,16,26.05,8.85,97.23,17.16,15.37,32.52,3.34
2019,7,17,25.69,12.21,97.16,10.65,18.79,29.44,5.62
2019,7,18,25.56,8.61,97.25,14.29,16.97,31.26,3.04
